HINCP,GRNTP,GRPIP,MV,TEN_label,ACCESS_label,LNGI_label,HUPAC_label
9300,210,27,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
114020,2210,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
114020,2210,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
114020,2210,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
6700,780,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
6700,780,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
12000,230,23,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
44950,2100,56,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
44950,2100,56,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
44950,2100,56,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
59700,1880,38,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
32000,600,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
163800,1200,9,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
163800,1200,9,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
0,30,0,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
0,30,0,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
47500,1160,29,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
103000,2242,26,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
103000,2242,26,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
14300,1810,101,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
14300,1810,101,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
10000,1840,101,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
34300,1773,62,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
34300,1773,62,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
87300,2270,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
38180,990,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
38180,990,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
38180,990,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
32000,1360,51,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
32000,1360,51,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
32000,1360,51,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
21900,760,42,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
21900,760,42,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
295000,2990,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
295000,2990,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
295000,2990,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
40900,890,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
40900,890,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
220000,1370,7,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
220000,1370,7,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
220000,1370,7,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
1500,1200,101,30 or more,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
60000,860,17,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
35000,2170,74,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
21000,888,51,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
20500,2100,101,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
67000,1000,18,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
3000,330,101,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
3000,330,101,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
3000,330,101,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
3000,330,101,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
80800,1030,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
80800,1030,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
80800,1030,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
23000,1340,70,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
205200,4210,25,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
205200,4210,25,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
205200,4210,25,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
41500,810,23,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
41500,810,23,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
43600,1290,36,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
43600,1290,36,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
2000,880,101,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
115020,2540,26,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
22300,400,22,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
22300,400,22,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
250000,1420,7,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
99000,1800,22,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
99000,1800,22,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
201000,3050,18,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
201000,3050,18,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
55900,1990,43,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
55900,1990,43,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
120000,810,8,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
120000,810,8,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16000,1450,101,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16600,1120,81,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
186000,1480,10,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
186000,1480,10,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
80000,1480,22,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
42000,1600,46,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
42000,1600,46,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
22000,570,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
47000,2190,56,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
47000,2190,56,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
207000,2970,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
207000,2970,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
60000,1440,29,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
60000,1440,29,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
60000,1440,29,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
11100,930,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
11100,930,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
60000,2148,43,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
28700,1023,43,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
28700,1023,43,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
28700,1023,43,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
28700,1023,43,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
40900,960,28,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
39690,2410,73,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
70000,800,14,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
70000,800,14,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
153400,1120,9,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
35600,1100,37,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
35600,1100,37,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
217000,3240,18,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
217000,3240,18,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
14200,662,56,30 or more,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
14200,662,56,30 or more,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
23000,2370,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
23000,2370,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
14400,340,28,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
76000,860,14,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
76000,860,14,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
41400,1490,43,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
41400,1490,43,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
41400,1490,43,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
127000,1200,11,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
9550,320,40,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
38000,990,31,1 to 2,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
38000,990,31,1 to 2,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
38000,990,31,1 to 2,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
162000,2810,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
162000,2810,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
162000,2810,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
162000,2810,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
120000,1717,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
120000,1717,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
120000,1717,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
120000,1717,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
120000,1717,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
80000,2750,41,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
80000,2750,41,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
115000,1450,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
115000,1450,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
58000,800,17,30 or more,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
36000,2558,85,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
12500,300,29,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
5800,990,101,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
5800,990,101,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
5800,990,101,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
16400,420,31,1 to 2,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
58600,2020,41,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
58600,2020,41,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
58600,2020,41,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
58600,2020,41,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
58600,2020,41,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
10700,270,30,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
36000,1010,34,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
56200,2091,45,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
56200,2091,45,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
56200,2091,45,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
56200,2091,45,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
289000,2830,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
289000,2830,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
289000,2830,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
289000,2830,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
69300,1400,24,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
69300,1400,24,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
132100,2350,21,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
132100,2350,21,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
132100,2350,21,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
80000,1004,15,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
80000,1004,15,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
112300,3830,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
112300,3830,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
112300,3830,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
112300,3830,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
85000,1230,17,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
85000,1230,17,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
85000,1230,17,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
51380,1120,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
51380,1120,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
51380,1120,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
51380,1120,26,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
158000,1560,12,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
158000,1560,12,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
158000,1560,12,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
158000,1560,12,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
158000,1560,12,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
3600,70,23,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
25000,1300,62,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
25000,1300,62,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
108100,2019,22,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
108100,2019,22,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
142900,1560,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
142900,1560,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
142900,1560,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
142900,1560,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
142900,1560,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
15200,3770,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
15200,3770,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
83000,1380,20,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
83000,1380,20,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
